user_level,learning_goal,topic_code,subtopic_code,topic_level,quiz_type,quiz_score,avg_last_3_scores,previous_fails_same_topic,subtopic_order,preferred_topic_match,completed_interactive,needs_reinforcement
basic,start_investing,investments,risk_and_return,advanced,subtopic_quiz,81.9,90.4,0,2,1,0,0
beginner,start_investing,credit_and_debt,interest_rate,intermediate,subtopic_quiz,57.6,43.0,1,2,1,1,1
beginner,understand_banking,financial_planning,topic_final,intermediate,topic_final_quiz,53.9,70.9,1,5,1,0,1
intermediate,debt_management,financial_planning,progress_control,intermediate,subtopic_quiz,56.3,64.4,0,5,0,0,1
basic,financial_planning,financial_planning,spending_priorities,intermediate,subtopic_quiz,52.0,49.2,3,3,1,1,1
basic,other,budgeting,fixed_variable_expenses,beginner,subtopic_quiz,59.5,55.1,0,2,0,1,1
basic,control_spending,investments,risk_and_return,advanced,subtopic_quiz,61.6,69.0,2,2,0,1,1
intermediate,other,financial_planning,financial_goals,intermediate,subtopic_quiz,76.3,78.3,1,1,0,1,1
advanced,other,financial_planning,topic_final,intermediate,topic_final_quiz,92.6,94.5,0,5,0,1,0
intermediate,general_improvement,financial_planning,spending_priorities,intermediate,subtopic_quiz,100,100,1,3,1,1,0
beginner,other,budgeting,fixed_variable_expenses,beginner,subtopic_quiz,57.7,48.8,3,2,0,1,1
basic,control_spending,budgeting,fixed_variable_expenses,beginner,subtopic_quiz,66.1,57.9,0,2,1,1,0
intermediate,financial_planning,savings,why_save,beginner,subtopic_quiz,100,100,0,1,1,1,0
beginner,increase_income,credit_and_debt,interest_rate,intermediate,subtopic_quiz,43.7,36.5,1,2,0,1,1
basic,control_spending,financial_planning,short_vs_long_goals,intermediate,subtopic_quiz,78.6,88.0,0,2,0,1,0
basic,understand_banking,financial_planning,savings_plan,intermediate,subtopic_quiz,46.5,50.7,0,4,0,0,1
beginner,saving_money,savings,saving_mistakes,beginner,subtopic_quiz,33.6,34.8,1,5,1,0,1
beginner,debt_management,financial_planning,topic_final,intermediate,topic_final_quiz,32.3,43.3,3,5,0,1,1
beginner,increase_income,investments,what_are_investments,advanced,subtopic_quiz,32.8,39.9,1,1,1,1,1
advanced,start_investing,credit_and_debt,topic_final,intermediate,topic_final_quiz,59.2,57.1,2,5,0,1,1
beginner,financial_planning,investments,risk_and_return,advanced,subtopic_quiz,32.6,53.8,0,2,0,0,1
intermediate,increase_income,budgeting,budgeting_rule_50_30_20,beginner,subtopic_quiz,47.7,32.6,1,4,1,1,1
basic,understand_banking,credit_and_debt,choose_credit,intermediate,subtopic_quiz,85.6,74.0,0,5,1,1,0
basic,general_improvement,financial_planning,progress_control,intermediate,subtopic_quiz,68.6,89.0,0,5,1,1,0
intermediate,saving_money,savings,emergency_fund,beginner,subtopic_quiz,65.0,46.1,1,2,1,1,1
intermediate,saving_money,investments,beginner_mistakes,advanced,subtopic_quiz,74.3,74.8,0,5,1,1,0
intermediate,saving_money,financial_planning,short_vs_long_goals,intermediate,subtopic_quiz,98.9,100,0,2,0,1,0
beginner,general_improvement,budgeting,income_expenses,beginner,subtopic_quiz,58.1,47.6,0,1,1,1,1
advanced,understand_banking,credit_and_debt,topic_final,intermediate,topic_final_quiz,100,100,0,5,1,1,0
intermediate,other,investments,what_are_investments,advanced,subtopic_quiz,54.5,36.9,0,1,0,1,1
basic,debt_management,budgeting,budgeting_rule_50_30_20,beginner,subtopic_quiz,57.6,61.2,0,4,0,1,1
intermediate,general_improvement,credit_and_debt,choose_credit,intermediate,subtopic_quiz,69.3,62.9,1,5,0,1,1
intermediate,increase_income,budgeting,fixed_variable_expenses,beginner,subtopic_quiz,81.8,74.9,0,2,0,1,0
basic,financial_planning,investments,what_are_investments,advanced,subtopic_quiz,47.7,49.7,0,1,1,1,1
basic,financial_planning,credit_and_debt,topic_final,intermediate,topic_final_quiz,51.7,41.1,2,5,0,0,1
beginner,increase_income,budgeting,expense_accounting,beginner,subtopic_quiz,83.4,77.4,0,3,0,1,0
basic,increase_income,credit_and_debt,credit_overpayment,intermediate,subtopic_quiz,66.6,65.1,0,3,0,1,0
basic,understand_banking,savings,why_save,beginner,subtopic_quiz,80.8,72.8,0,1,1,1,0
intermediate,increase_income,financial_planning,short_vs_long_goals,intermediate,subtopic_quiz,47.3,46.4,0,2,1,0,1
advanced,financial_planning,financial_planning,topic_final,intermediate,topic_final_quiz,65.8,79.1,0,5,1,0,0
beginner,general_improvement,budgeting,topic_final,beginner,topic_final_quiz,43.5,50.2,1,5,1,1,1
intermediate,start_investing,budgeting,income_expenses,beginner,subtopic_quiz,100,100,0,1,0,1,0
intermediate,increase_income,savings,saving_mistakes,beginner,subtopic_quiz,62.7,80.0,0,5,0,1,1
intermediate,start_investing,credit_and_debt,topic_final,intermediate,topic_final_quiz,81.5,83.6,0,5,0,1,0
beginner,saving_money,investments,topic_final,advanced,topic_final_quiz,51.9,65.2,2,5,1,1,1
beginner,debt_management,credit_and_debt,credit_load,intermediate,subtopic_quiz,55.3,65.1,1,4,1,1,1
beginner,increase_income,savings,topic_final,beginner,topic_final_quiz,58.5,55.5,0,5,1,1,1
beginner,increase_income,budgeting,topic_final,beginner,topic_final_quiz,44.7,39.8,1,5,0,1,1
beginner,other,investments,beginner_mistakes,advanced,subtopic_quiz,39.4,39.5,0,5,0,1,1
beginner,financial_planning,savings,topic_final,beginner,topic_final_quiz,55.6,56.9,0,5,1,1,1
beginner,other,credit_and_debt,choose_credit,intermediate,subtopic_quiz,30.8,13.8,3,5,0,1,1
basic,financial_planning,financial_planning,financial_goals,intermediate,subtopic_quiz,39.5,45.9,0,1,1,0,1
intermediate,other,budgeting,expense_accounting,beginner,subtopic_quiz,95.4,78.7,1,3,0,1,0
intermediate,general_improvement,investments,diversification,advanced,subtopic_quiz,69.5,69.1,0,3,0,0,1
intermediate,financial_planning,budgeting,budgeting_rule_50_30_20,beginner,subtopic_quiz,81.2,78.1,1,4,1,1,0
beginner,saving_money,savings,interest_on_savings,beginner,subtopic_quiz,62.8,53.9,1,4,1,1,1
intermediate,control_spending,investments,beginner_mistakes,advanced,subtopic_quiz,42.3,37.7,3,5,0,0,1
basic,saving_money,budgeting,expense_accounting,beginner,subtopic_quiz,66.3,57.8,0,3,0,1,0
intermediate,increase_income,investments,simple_instruments,advanced,subtopic_quiz,40.4,42.7,0,4,1,1,1
beginner,financial_planning,credit_and_debt,choose_credit,intermediate,subtopic_quiz,10.4,2.7,3,5,0,1,1
intermediate,financial_planning,financial_planning,topic_final,intermediate,topic_final_quiz,84.4,88.2,0,5,1,1,0
advanced,understand_banking,savings,why_save,beginner,subtopic_quiz,87.7,73.2,1,1,0,1,0
intermediate,debt_management,financial_planning,spending_priorities,intermediate,subtopic_quiz,83.6,73.6,0,3,0,1,0
basic,start_investing,budgeting,topic_final,beginner,topic_final_quiz,52.7,60.8,0,5,0,0,1
basic,general_improvement,financial_planning,short_vs_long_goals,intermediate,subtopic_quiz,17.8,41.7,2,2,1,0,1
beginner,start_investing,savings,topic_final,beginner,topic_final_quiz,56.2,31.9,2,5,0,1,1
advanced,control_spending,financial_planning,financial_goals,intermediate,subtopic_quiz,100,100,0,1,0,0,0
beginner,financial_planning,investments,topic_final,advanced,topic_final_quiz,32.6,28.8,3,5,1,0,1
intermediate,financial_planning,investments,diversification,advanced,subtopic_quiz,66.6,80.4,0,3,1,0,0
basic,financial_planning,investments,topic_final,advanced,topic_final_quiz,29.9,24.5,1,5,0,1,1
beginner,understand_banking,investments,what_are_investments,advanced,subtopic_quiz,54.0,51.1,1,1,0,0,1
beginner,general_improvement,investments,risk_and_return,advanced,subtopic_quiz,59.5,44.2,3,2,0,1,1
intermediate,debt_management,financial_planning,financial_goals,intermediate,subtopic_quiz,64.4,60.5,0,1,1,0,1
basic,debt_management,investments,beginner_mistakes,advanced,subtopic_quiz,63.7,41.8,0,5,0,1,1
intermediate,financial_planning,financial_planning,progress_control,intermediate,subtopic_quiz,49.5,31.9,1,5,1,0,1
beginner,financial_planning,savings,saving_mistakes,beginner,subtopic_quiz,57.7,34.6,1,5,1,0,1
intermediate,start_investing,financial_planning,topic_final,intermediate,topic_final_quiz,66.4,78.6,0,5,0,1,0
intermediate,debt_management,investments,topic_final,advanced,topic_final_quiz,68.7,68.3,0,5,0,1,0
basic,increase_income,budgeting,expense_accounting,beginner,subtopic_quiz,81.3,89.6,0,3,0,1,0
beginner,control_spending,savings,emergency_fund,beginner,subtopic_quiz,64.9,46.7,3,2,0,1,1
intermediate,start_investing,investments,topic_final,advanced,topic_final_quiz,65.9,54.3,0,5,1,1,1
beginner,control_spending,credit_and_debt,interest_rate,intermediate,subtopic_quiz,48.4,63.5,1,2,1,1,1
beginner,general_improvement,budgeting,budget_analysis,beginner,subtopic_quiz,59.3,66.1,0,5,1,1,1
basic,financial_planning,investments,what_are_investments,advanced,subtopic_quiz,48.0,51.1,1,1,1,1,1
beginner,understand_banking,savings,interest_on_savings,beginner,subtopic_quiz,73.0,64.6,0,4,0,1,1
beginner,control_spending,budgeting,budgeting_rule_50_30_20,beginner,subtopic_quiz,55.7,49.8,2,4,1,1,1
basic,saving_money,savings,how_to_save,beginner,subtopic_quiz,61.2,64.2,1,3,1,1,1
intermediate,other,budgeting,budgeting_rule_50_30_20,beginner,subtopic_quiz,100,100,0,4,0,1,0
beginner,financial_planning,savings,topic_final,beginner,topic_final_quiz,54.8,65.7,2,5,1,0,1
advanced,general_improvement,credit_and_debt,topic_final,intermediate,topic_final_quiz,99.1,100,0,5,0,1,0
intermediate,saving_money,savings,how_to_save,beginner,subtopic_quiz,68.8,65.5,1,3,1,1,0
intermediate,increase_income,budgeting,expense_accounting,beginner,subtopic_quiz,65.5,57.3,0,3,0,1,0
beginner,general_improvement,budgeting,fixed_variable_expenses,beginner,subtopic_quiz,58.4,68.1,0,2,1,1,0
beginner,other,credit_and_debt,what_is_credit,intermediate,subtopic_quiz,38.7,42.8,2,1,1,0,1
advanced,general_improvement,credit_and_debt,topic_final,intermediate,topic_final_quiz,72.5,81.9,0,5,0,1,0
basic,saving_money,credit_and_debt,interest_rate,intermediate,subtopic_quiz,60.2,52.5,0,2,0,1,1
intermediate,financial_planning,financial_planning,financial_goals,intermediate,subtopic_quiz,83.6,97.1,0,1,1,0,0
basic,control_spending,savings,emergency_fund,beginner,subtopic_quiz,58.5,67.7,2,2,0,1,1
basic,start_investing,savings,topic_final,beginner,topic_final_quiz,43.4,45.2,3,5,0,0,1
basic,start_investing,investments,beginner_mistakes,advanced,subtopic_quiz,42.5,49.6,2,5,1,1,1
intermediate,understand_banking,investments,diversification,advanced,subtopic_quiz,69.5,76.4,0,3,0,1,0
beginner,start_investing,savings,interest_on_savings,beginner,subtopic_quiz,52.7,53.0,0,4,0,0,1
basic,increase_income,investments,what_are_investments,advanced,subtopic_quiz,56.1,39.4,0,1,1,1,1
basic,control_spending,investments,topic_final,advanced,topic_final_quiz,58.0,60.0,2,5,1,1,1
intermediate,other,budgeting,fixed_variable_expenses,beginner,subtopic_quiz,49.3,49.2,2,2,0,0,1
intermediate,other,budgeting,expense_accounting,beginner,subtopic_quiz,79.8,76.5,1,3,0,1,1
beginner,debt_management,financial_planning,short_vs_long_goals,intermediate,subtopic_quiz,71.4,83.3,0,2,0,1,0
advanced,saving_money,credit_and_debt,choose_credit,intermediate,subtopic_quiz,100,77.3,0,5,0,1,0
beginner,saving_money,financial_planning,spending_priorities,intermediate,subtopic_quiz,58.3,62.5,2,3,0,1,1
beginner,other,savings,topic_final,beginner,topic_final_quiz,56.8,59.9,1,5,0,1,1
intermediate,start_investing,budgeting,topic_final,beginner,topic_final_quiz,90.4,99.8,0,5,0,1,0
advanced,increase_income,financial_planning,topic_final,intermediate,topic_final_quiz,91.4,94.8,0,5,1,1,0
advanced,other,budgeting,fixed_variable_expenses,beginner,subtopic_quiz,100,100,0,2,0,1,0
beginner,other,savings,how_to_save,beginner,subtopic_quiz,46.6,32.6,2,3,1,1,1
beginner,other,budgeting,fixed_variable_expenses,beginner,subtopic_quiz,64.1,59.8,1,2,0,0,1
intermediate,other,investments,what_are_investments,advanced,subtopic_quiz,83.8,60.2,0,1,1,0,0
beginner,control_spending,financial_planning,topic_final,intermediate,topic_final_quiz,69.1,69.7,0,5,0,1,1
basic,other,financial_planning,short_vs_long_goals,intermediate,subtopic_quiz,42.9,42.2,1,2,0,0,1
beginner,other,budgeting,topic_final,beginner,topic_final_quiz,58.1,73.5,0,5,1,1,1
intermediate,debt_management,budgeting,budgeting_rule_50_30_20,beginner,subtopic_quiz,100,100,0,4,0,0,0
basic,other,investments,diversification,advanced,subtopic_quiz,37.1,36.2,0,3,0,1,1
basic,general_improvement,investments,simple_instruments,advanced,subtopic_quiz,31.5,22.3,1,4,0,0,1
basic,debt_management,budgeting,fixed_variable_expenses,beginner,subtopic_quiz,71.8,64.7,1,2,1,1,1
beginner,financial_planning,credit_and_debt,choose_credit,intermediate,subtopic_quiz,57.3,46.6,2,5,0,1,1
basic,debt_management,savings,why_save,beginner,subtopic_quiz,89.3,100,0,1,0,1,0
intermediate,financial_planning,budgeting,budget_analysis,beginner,subtopic_quiz,73.7,54.8,1,5,1,1,1
basic,other,investments,what_are_investments,advanced,subtopic_quiz,49.6,49.8,1,1,1,0,1
basic,understand_banking,financial_planning,spending_priorities,intermediate,subtopic_quiz,68.5,63.1,0,3,0,1,0
basic,control_spending,budgeting,expense_accounting,beginner,subtopic_quiz,66.7,78.0,0,3,1,1,0
advanced,control_spending,financial_planning,financial_goals,intermediate,subtopic_quiz,89.1,100,0,1,0,1,0
beginner,start_investing,investments,topic_final,advanced,topic_final_quiz,7.3,5.9,0,5,1,0,1
beginner,other,budgeting,topic_final,beginner,topic_final_quiz,53.2,45.9,0,5,1,0,1
beginner,saving_money,investments,topic_final,advanced,topic_final_quiz,25.3,10.3,2,5,0,0,1
beginner,increase_income,financial_planning,savings_plan,intermediate,subtopic_quiz,50.0,34.9,3,4,1,0,1
intermediate,understand_banking,savings,topic_final,beginner,topic_final_quiz,64.7,65.5,0,5,0,1,1
beginner,financial_planning,credit_and_debt,credit_load,intermediate,subtopic_quiz,38.8,44.6,2,4,0,1,1
beginner,start_investing,credit_and_debt,choose_credit,intermediate,subtopic_quiz,46.9,37.5,1,5,0,0,1
intermediate,other,financial_planning,financial_goals,intermediate,subtopic_quiz,98.5,99.2,0,1,0,1,0
beginner,increase_income,investments,topic_final,advanced,topic_final_quiz,36.9,38.2,1,5,1,1,1
advanced,control_spending,credit_and_debt,choose_credit,intermediate,subtopic_quiz,91.6,100,0,5,0,1,0
basic,saving_money,savings,interest_on_savings,beginner,subtopic_quiz,77.1,55.6,0,4,1,1,1
beginner,debt_management,savings,topic_final,beginner,topic_final_quiz,65.7,75.6,1,5,1,1,1
beginner,financial_planning,credit_and_debt,credit_overpayment,intermediate,subtopic_quiz,21.8,26.2,1,3,0,1,1
basic,start_investing,budgeting,budgeting_rule_50_30_20,beginner,subtopic_quiz,74.3,73.0,0,4,0,1,0
advanced,other,financial_planning,spending_priorities,intermediate,subtopic_quiz,100,100,0,3,0,1,0
basic,increase_income,investments,what_are_investments,advanced,subtopic_quiz,55.2,61.1,1,1,1,1,1
advanced,control_spending,investments,simple_instruments,advanced,subtopic_quiz,80.8,83.5,0,4,0,1,0
advanced,debt_management,savings,why_save,beginner,subtopic_quiz,84.0,70.2,0,1,0,1,0
advanced,control_spending,financial_planning,topic_final,intermediate,topic_final_quiz,98.2,100,0,5,0,0,0
intermediate,saving_money,credit_and_debt,credit_overpayment,intermediate,subtopic_quiz,60.2,49.2,1,3,1,1,1
advanced,start_investing,financial_planning,financial_goals,intermediate,subtopic_quiz,89.8,79.2,0,1,0,0,0
intermediate,other,savings,how_to_save,beginner,subtopic_quiz,76.7,84.4,0,3,0,0,0
basic,increase_income,investments,beginner_mistakes,advanced,subtopic_quiz,38.5,41.3,1,5,1,1,1
intermediate,general_improvement,savings,topic_final,beginner,topic_final_quiz,80.5,80.4,0,5,0,1,0
beginner,understand_banking,credit_and_debt,choose_credit,intermediate,subtopic_quiz,71.6,76.5,0,5,1,1,0
beginner,financial_planning,financial_planning,topic_final,intermediate,topic_final_quiz,29.4,45.4,0,5,1,1,1
basic,financial_planning,budgeting,topic_final,beginner,topic_final_quiz,56.1,57.2,1,5,1,1,1
basic,start_investing,investments,what_are_investments,advanced,subtopic_quiz,51.5,53.1,2,1,1,0,1
beginner,understand_banking,savings,why_save,beginner,subtopic_quiz,52.0,37.9,0,1,0,1,1
intermediate,debt_management,savings,interest_on_savings,beginner,subtopic_quiz,69.8,76.7,1,4,0,1,0
beginner,saving_money,credit_and_debt,topic_final,intermediate,topic_final_quiz,29.6,28.5,0,5,0,1,1
intermediate,increase_income,investments,beginner_mistakes,advanced,subtopic_quiz,57.7,58.6,1,5,1,0,1
beginner,understand_banking,budgeting,income_expenses,beginner,subtopic_quiz,49.1,42.5,1,1,0,0,1
basic,increase_income,credit_and_debt,topic_final,intermediate,topic_final_quiz,53.8,52.5,1,5,0,0,1
advanced,other,credit_and_debt,choose_credit,intermediate,subtopic_quiz,95.4,83.2,0,5,1,1,0
basic,increase_income,budgeting,budgeting_rule_50_30_20,beginner,subtopic_quiz,71.9,70.0,0,4,0,1,0
advanced,debt_management,investments,topic_final,advanced,topic_final_quiz,100,100,0,5,0,0,0
basic,other,investments,diversification,advanced,subtopic_quiz,51.0,52.4,1,3,0,1,1
basic,understand_banking,investments,what_are_investments,advanced,subtopic_quiz,63.7,60.1,1,1,0,1,1
beginner,financial_planning,credit_and_debt,credit_load,intermediate,subtopic_quiz,62.9,66.5,0,4,0,0,1
beginner,debt_management,savings,topic_final,beginner,topic_final_quiz,58.5,59.6,1,5,0,1,1
basic,debt_management,financial_planning,short_vs_long_goals,intermediate,subtopic_quiz,63.8,59.8,1,2,0,0,1
advanced,understand_banking,financial_planning,financial_goals,intermediate,subtopic_quiz,58.4,60.7,0,1,0,1,1
intermediate,general_improvement,savings,why_save,beginner,subtopic_quiz,79.6,77.9,0,1,0,1,0
advanced,start_investing,savings,interest_on_savings,beginner,subtopic_quiz,100,100,0,4,0,1,0
beginner,understand_banking,credit_and_debt,interest_rate,intermediate,subtopic_quiz,26.6,32.5,1,2,1,0,1
beginner,saving_money,budgeting,expense_accounting,beginner,subtopic_quiz,33.9,41.2,1,3,0,0,1
beginner,increase_income,credit_and_debt,choose_credit,intermediate,subtopic_quiz,50.4,43.3,2,5,0,0,1
beginner,understand_banking,financial_planning,progress_control,intermediate,subtopic_quiz,81.8,86.7,0,5,0,1,0
beginner,control_spending,savings,how_to_save,beginner,subtopic_quiz,36.7,42.0,3,3,0,0,1
basic,increase_income,investments,beginner_mistakes,advanced,subtopic_quiz,70.7,67.5,0,5,1,1,0
advanced,control_spending,financial_planning,short_vs_long_goals,intermediate,subtopic_quiz,100,100,0,2,0,1,0
intermediate,understand_banking,financial_planning,savings_plan,intermediate,subtopic_quiz,57.0,54.4,1,4,0,0,1
beginner,debt_management,investments,risk_and_return,advanced,subtopic_quiz,41.9,40.6,0,2,0,1,1
basic,debt_management,financial_planning,topic_final,intermediate,topic_final_quiz,54.2,68.8,1,5,0,0,1
advanced,general_improvement,credit_and_debt,topic_final,intermediate,topic_final_quiz,82.4,85.2,0,5,0,1,0
beginner,understand_banking,budgeting,fixed_variable_expenses,beginner,subtopic_quiz,72.1,71.7,0,2,1,1,0
